"","ID","Time","Task","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","Newton","Weight","seq","BestRes","ComputedRes"
"1094","001_015_1213",54224,"PressureDynamics",4037,3980,3883,3642,3346,2295,1691,656,370,201,65,16,11,54.85,-1,1094,"R6",548.544939479784
"1095","001_015_1214",54231,"PressureDynamics",4045,3992,3888,3647,3354,2300,1696,657,371,202,65,16,11,55,-1,1095,"R6",534.979423868313
"1096","001_015_1215",54238,"PressureDynamics",4030,3990,3886,3641,3353,2300,1698,660,372,202,65,16,11,55.05,-1,1096,"R6",540.40144107051
"1097","001_015_1216",54245,"PressureDynamics",4033,3987,3882,3642,3347,2295,1697,658,373,203,65,16,11,55,-1,1097,"R6",551.262235960846
"1098","001_015_1217",54250,"PressureDynamics",4034,3986,3887,3646,3351,2302,1700,659,372,203,66,15,11,54.75,-1,1098,"R6",537.689735014151
"1099","001_015_1218",54255,"PressureDynamics",4042,3989,3890,3650,3356,2310,1703,661,373,203,64,16,11,55.1,-1,1099,"R6",529.562982005141
"1100","001_015_1219",54262,"PressureDynamics",4039,4001,3886,3644,3354,2304,1700,660,372,203,64,16,11,55.05,-1,1100,"R6",540.40144107051
"1101","001_015_1220",54270,"PressureDynamics",4033,4001,3891,3645,3353,2305,1700,659,373,205,64,14,10,54.7,-1,1101,"R6",526.856849139039
"1102","001_015_1221",54276,"PressureDynamics",4046,3993,3885,3638,3348,2305,1697,657,372,203,65,16,11,54.85,-1,1102,"R6",543.114543114543
"1103","001_015_1222",54288,"PressureDynamics",4048,3993,3881,3636,3343,2292,1691,657,372,203,65,16,11,55.15,-1,1103,"R6",553.980932749291
"1104","001_015_1223",54293,"PressureDynamics",4028,3980,3879,3642,3347,2296,1696,658,372,203,65,15,11,54.95,-1,1104,"R6",559.422531580305
"1105","001_015_1224",54298,"PressureDynamics",4037,3992,3888,3639,3350,2297,1695,657,372,204,65,16,11,54.9,-1,1105,"R6",534.979423868313
"1106","001_015_1225",54305,"PressureDynamics",4033,3998,3894,3646,3352,2297,1694,659,372,203,65,15,11,55.05,-1,1106,"R6",518.746789933232
"1107","001_015_1226",54310,"PressureDynamics",4031,3993,3892,3641,3350,2296,1694,657,373,202,65,16,11,54.95,-1,1107,"R6",524.152106885921
"1108","001_015_1227",54316,"PressureDynamics",4031,3986,3889,3637,3348,2295,1695,656,370,202,65,15,11,54.75,-1,1108,"R6",532.270506556957
"1109","001_015_1228",54321,"PressureDynamics",4032,3992,3890,3642,3347,2298,1695,657,371,202,65,16,11,55,-1,1109,"R6",529.562982005141
"1110","001_015_1229",54328,"PressureDynamics",4033,3984,3885,3641,3347,2295,1693,656,371,202,65,15,11,55.1,-1,1110,"R6",543.114543114543
"1111","001_015_1230",54334,"PressureDynamics",4036,3988,3879,3633,3329,2288,1689,654,371,201,65,15,9,54.95,-1,1111,"R6",559.422531580305
"1112","001_015_1231",54339,"PressureDynamics",4033,3990,3888,3638,3338,2291,1690,655,371,202,64,15,10,54.9,-1,1112,"R6",534.979423868313
"1113","001_015_1232",54346,"PressureDynamics",4039,3990,3885,3638,3346,2293,1688,655,372,201,64,15,10,55.05,-1,1113,"R6",543.114543114543
"1114","001_015_1233",54351,"PressureDynamics",4026,3987,3890,3639,3351,2300,1703,660,372,203,64,16,10,54.95,-1,1114,"R6",529.562982005141
"1115","001_015_1234",54356,"PressureDynamics",4033,3995,3886,3641,3348,2291,1691,654,370,201,64,16,11,54.7,-1,1115,"R6",540.40144107051
"1116","001_015_1235",54362,"PressureDynamics",4036,3998,3879,3640,3351,2297,1696,656,371,203,64,16,10,54.9,-1,1116,"R6",559.422531580305
"1117","001_015_1236",54370,"PressureDynamics",4036,4004,3891,3639,3346,2292,1689,656,371,203,65,16,11,55.2,-1,1117,"R6",526.856849139039
"1118","001_015_1237",54375,"PressureDynamics",4033,3996,3883,3635,3340,2289,1690,656,370,201,65,16,11,54.8,-1,1118,"R6",548.544939479784
"1119","001_015_1238",54381,"PressureDynamics",4042,4006,3884,3641,3343,2291,1690,656,372,202,65,16,10,54.9,-1,1119,"R6",545.829042224512
"1120","001_015_1239",54386,"PressureDynamics",4038,3996,3884,3648,3349,2297,1693,655,371,202,65,16,12,55.15,-1,1120,"R6",545.829042224512
"1121","001_015_1240",54391,"PressureDynamics",4047,3991,3885,3644,3346,2292,1694,658,370,201,63,17,10,55,-1,1121,"R6",543.114543114543
"1122","001_015_1241",54397,"PressureDynamics",4032,3984,3881,3641,3339,2290,1689,653,369,201,64,15,11,54.7,-1,1122,"R6",553.980932749291
"1123","001_015_1242",54411,"PressureDynamics",4039,3998,3888,3644,3349,2292,1694,658,372,203,65,16,11,54.9,-1,1123,"R6",534.979423868313
"1124","001_015_1243",54416,"PressureDynamics",4030,3990,3889,3642,3347,2291,1686,655,370,202,64,15,10,55.15,-1,1124,"R6",532.270506556957
"1125","001_015_1244",54421,"PressureDynamics",4033,3981,3884,3636,3343,2289,1691,657,371,202,65,15,11,54.75,-1,1125,"R6",545.829042224512
"1126","001_015_1245",54428,"PressureDynamics",4035,3992,3887,3639,3347,2296,1690,656,370,203,64,16,12,54.9,-1,1126,"R6",537.689735014151
"1127","001_015_1246",54552,"PressureDynamics",4041,3987,3879,3646,3344,2290,1685,654,370,203,65,15,12,55.15,-1,1127,"R6",559.422531580305
"1128","001_015_1247",54617,"PressureDynamics",4034,3990,3881,3640,3346,2298,1692,657,372,204,63,16,11,55,-1,1128,"R6",553.980932749291
"1129","001_015_1248",54652,"PressureDynamics",4036,3983,3889,3649,3359,2303,1698,661,373,203,65,16,11,54.8,-1,1129,"R6",532.270506556957
"1130","001_015_1249",54667,"PressureDynamics",4043,3991,3886,3644,3358,2303,1698,661,375,204,65,15,10,55.2,-1,1130,"R6",540.40144107051
"1131","001_015_1250",54685,"PressureDynamics",4040,3989,3887,3650,3355,2303,1695,661,372,203,65,16,11,55,-1,1131,"R6",537.689735014151
"1132","001_015_1251",54693,"PressureDynamics",4035,3993,3888,3644,3360,2307,1700,659,374,204,65,16,11,54.8,-1,1132,"R6",534.979423868313
"1133","001_015_1252",54701,"PressureDynamics",4047,4000,3892,3654,3359,2311,1704,661,373,204,65,16,10,55,-1,1133,"R6",524.152106885921
"1134","001_015_1253",54710,"PressureDynamics",4035,3995,3892,3647,3356,2307,1699,659,373,204,65,16,11,55.1,-1,1134,"R6",524.152106885921
"1135","001_015_1254",54717,"PressureDynamics",4033,3984,3887,3643,3350,2305,1702,662,374,204,65,16,11,54.9,-1,1135,"R6",537.689735014151
"1136","001_015_1255",54723,"PressureDynamics",4037,3995,3893,3651,3360,2304,1699,660,374,203,64,16,11,54.7,-1,1136,"R6",521.448754174159
"1137","001_015_1256",54730,"PressureDynamics",4039,3984,3892,3647,3360,2307,1702,661,375,203,65,16,11,55.05,-1,1137,"R6",524.152106885921
"1138","001_015_1257",54736,"PressureDynamics",4032,3999,3887,3646,3354,2301,1699,659,373,203,65,16,11,55,-1,1138,"R6",537.689735014151
"1139","001_015_1258",54750,"PressureDynamics",4033,3991,3892,3645,3351,2302,1699,660,375,204,65,16,11,54.75,-1,1139,"R6",524.152106885921
"1140","001_015_1259",54756,"PressureDynamics",4040,3990,3891,3647,3353,2307,1704,661,375,207,66,15,11,55,-1,1140,"R6",526.856849139039
"1141","001_015_1260",54762,"PressureDynamics",4034,3998,3885,3644,3350,2307,1700,661,374,204,64,17,12,55.15,-1,1141,"R6",543.114543114543
"1142","001_015_1261",54768,"PressureDynamics",4027,3987,3884,3637,3351,2302,1698,664,376,205,66,16,11,54.9,-1,1142,"R6",545.829042224512
"1143","001_015_1262",54774,"PressureDynamics",4039,3998,3888,3649,3357,2304,1698,659,372,203,65,16,11,54.95,-1,1143,"R6",534.979423868313
"1144","001_015_1263",54781,"PressureDynamics",4038,3984,3888,3643,3352,2308,1700,660,373,204,65,16,11,55.15,-1,1144,"R6",534.979423868313
"1145","001_015_1264",54789,"PressureDynamics",4035,3998,3888,3644,3354,2306,1702,662,374,204,65,16,11,55.05,-1,1145,"R6",534.979423868313
"1146","001_015_1265",54794,"PressureDynamics",4033,3990,3892,3645,3351,2310,1704,661,375,206,65,16,12,54.8,-1,1146,"R6",524.152106885921
"1147","001_015_1266",54800,"PressureDynamics",4043,4002,3890,3648,3357,2312,1706,666,376,204,65,16,11,54.9,-1,1147,"R6",529.562982005141
"1148","001_015_1267",54805,"PressureDynamics",4039,3992,3889,3646,3357,2316,1708,665,377,205,66,16,10,55.1,-1,1148,"R6",532.270506556957
"1149","001_015_1268",54811,"PressureDynamics",4037,3982,3891,3643,3355,2317,1713,666,376,205,66,16,11,54.85,-1,1149,"R6",526.856849139039
"1150","001_015_1269",54818,"PressureDynamics",4028,3988,3885,3639,3351,2309,1705,666,376,204,65,17,12,54.9,-1,1150,"R6",543.114543114543
"1151","001_015_1270",54827,"PressureDynamics",4038,3987,3892,3646,3354,2309,1709,665,376,204,65,16,11,55.1,-1,1151,"R6",524.152106885921
"1152","001_015_1271",54832,"PressureDynamics",4037,3994,3894,3649,3356,2310,1709,665,376,204,65,16,11,55,-1,1152,"R6",518.746789933232
"1153","001_015_1272",54852,"PressureDynamics",4037,3988,3889,3643,3347,2302,1702,664,376,205,66,16,11,54.75,-1,1153,"R6",532.270506556957
"1154","001_015_1273",54857,"PressureDynamics",4029,3998,3882,3644,3347,2301,1700,663,375,206,65,16,11,55,-1,1154,"R6",551.262235960846
"1155","001_015_1274",54864,"PressureDynamics",4032,3983,3886,3642,3352,2307,1706,665,378,204,65,16,11,55,-1,1155,"R6",540.40144107051
"1156","001_015_1275",54870,"PressureDynamics",4029,3992,3890,3647,3354,2307,1706,666,376,205,65,16,11,54.9,-1,1156,"R6",529.562982005141
"1157","001_015_1276",54877,"PressureDynamics",4041,3984,3895,3647,3358,2314,1709,663,375,205,65,16,12,54.9,-1,1157,"R6",516.04621309371
"1158","001_015_1277",54883,"PressureDynamics",4039,3995,3899,3652,3363,2316,1717,669,378,206,65,16,11,55.15,-1,1158,"R6",505.257758399591
"1159","001_015_1278",54888,"PressureDynamics",4033,3990,3888,3648,3361,2319,1712,665,378,207,65,16,11,54.95,-1,1159,"R6",534.979423868313
"1160","001_015_1279",54894,"PressureDynamics",4045,3999,3893,3652,3364,2324,1714,669,379,207,66,16,11,54.75,-1,1160,"R6",521.448754174159
"1161","001_015_1280",54906,"PressureDynamics",4033,3991,3886,3649,3357,2319,1715,668,378,206,66,16,11,55.1,-1,1161,"R6",540.40144107051
"1162","001_015_1281",54912,"PressureDynamics",4033,3988,3883,3649,3358,2316,1710,668,379,207,66,16,12,55,-1,1162,"R6",548.544939479784
"1163","001_015_1282",54918,"PressureDynamics",4030,3992,3880,3639,3353,2315,1710,667,379,206,65,16,11,54.75,-1,1163,"R6",556.701030927835
"1164","001_015_1283",54928,"PressureDynamics",4035,4001,3890,3654,3360,2319,1711,667,378,206,66,16,11,55,-1,1164,"R6",529.562982005141
"1165","001_015_1284",54933,"PressureDynamics",4029,3978,3891,3655,3355,2317,1715,669,379,207,65,16,11,55.1,-1,1165,"R6",526.856849139039
"1166","001_015_1285",54943,"PressureDynamics",4033,3981,3889,3645,3361,2317,1717,671,380,207,66,17,11,54.8,-1,1166,"R6",532.270506556957
"1167","001_015_1286",54954,"PressureDynamics",4050,3994,3890,3652,3364,2325,1720,672,380,208,66,16,11,54.8,-1,1167,"R6",529.562982005141
"1168","001_015_1287",54962,"PressureDynamics",4034,3998,3895,3657,3369,2330,1724,672,380,208,66,17,11,55.05,-1,1168,"R6",516.04621309371
"1169","001_015_1288",54990,"PressureDynamics",4038,3998,3892,3648,3359,2318,1717,670,379,208,66,16,12,55.05,-1,1169,"R6",524.152106885921
"1170","001_015_1289",55026,"PressureDynamics",4029,3989,3892,3656,3368,2331,1721,672,378,207,66,16,11,54.85,-1,1170,"R6",524.152106885921
"1171","001_015_1290",55047,"PressureDynamics",4038,4002,3891,3648,3363,2322,1718,671,380,207,67,16,11,54.9,-1,1171,"R6",526.856849139039
"1172","001_015_1291",55063,"PressureDynamics",4042,3994,3890,3650,3362,2320,1715,667,380,207,66,16,12,55.2,-1,1172,"R6",529.562982005141
"1173","001_015_1292",55073,"PressureDynamics",4029,3990,3888,3645,3361,2320,1716,670,379,205,66,16,12,54.9,-1,1173,"R6",534.979423868313
"1174","001_015_1293",55086,"PressureDynamics",4038,3992,3890,3653,3359,2317,1713,670,380,207,66,16,11,54.85,-1,1174,"R6",529.562982005141
"1175","001_015_1294",55096,"PressureDynamics",4041,3997,3894,3649,3360,2321,1715,671,379,207,66,16,11,55.05,-1,1175,"R6",518.746789933232
"1176","001_015_1295",55108,"PressureDynamics",4034,3992,3888,3649,3362,2323,1717,671,379,206,67,16,12,55,-1,1176,"R6",534.979423868313
"1177","001_015_1296",55115,"PressureDynamics",4047,4006,3888,3649,3366,2320,1715,670,377,207,66,16,11,54.65,-1,1177,"R6",534.979423868313
"1178","001_015_1297",55120,"PressureDynamics",4041,3988,3893,3655,3367,2323,1716,668,380,207,66,16,12,55,-1,1178,"R6",521.448754174159
"1179","001_015_1298",55126,"PressureDynamics",4038,3994,3890,3651,3361,2324,1713,668,379,207,66,16,11,55.1,-1,1179,"R6",529.562982005141
"1180","001_015_1299",55130,"PressureDynamics",4036,3984,3891,3653,3365,2321,1714,666,378,205,65,17,11,54.85,-1,1180,"R6",526.856849139039
"1181","001_015_1300",55137,"PressureDynamics",4036,3991,3891,3652,3364,2323,1719,669,379,206,66,15,11,54.9,-1,1181,"R6",526.856849139039
"1182","001_015_1301",55144,"PressureDynamics",4046,3992,3897,3655,3367,2329,1721,670,379,207,66,16,11,55.1,-1,1182,"R6",510.649217346678
"1183","001_015_1302",55150,"PressureDynamics",4036,3988,3895,3653,3362,2326,1721,673,380,208,66,17,12,54.9,-1,1183,"R6",516.04621309371
"1184","001_015_1303",55156,"PressureDynamics",4049,4001,3892,3654,3366,2328,1721,672,380,208,66,15,11,54.85,-1,1184,"R6",524.152106885921
"1185","001_015_1304",55162,"PressureDynamics",4042,3998,3896,3658,3363,2328,1720,673,381,207,66,17,12,54.95,-1,1185,"R6",513.347022587269
"1186","001_015_1305",55169,"PressureDynamics",4040,3992,3891,3656,3369,2330,1723,676,382,207,65,16,11,55.05,-1,1186,"R6",526.856849139039
"1187","001_015_1306",55174,"PressureDynamics",4029,3995,3892,3658,3368,2330,1723,675,381,210,66,17,11,54.9,-1,1187,"R6",524.152106885921
"1188","001_015_1307",55183,"PressureDynamics",4034,4001,3889,3663,3371,2330,1725,672,381,208,66,16,11,54.85,-1,1188,"R6",532.270506556957
"1189","001_015_1308",55190,"PressureDynamics",4039,3999,3894,3653,3368,2328,1723,673,381,207,66,16,11,55.15,-1,1189,"R6",518.746789933232
"1190","001_015_1309",55210,"PressureDynamics",4031,3991,3894,3645,3364,2318,1712,672,380,208,65,16,11,55,-1,1190,"R6",518.746789933232
"1191","001_015_1310",55215,"PressureDynamics",4039,3989,3894,3653,3366,2325,1724,672,381,208,67,15,11,54.75,-1,1191,"R6",518.746789933232
"1192","001_015_1311",55221,"PressureDynamics",4047,3994,3899,3662,3370,2329,1718,671,380,208,66,17,11,55.05,-1,1192,"R6",505.257758399591
"1193","001_015_1312",55226,"PressureDynamics",4047,4001,3892,3658,3369,2325,1720,673,382,208,67,16,11,55,-1,1193,"R6",524.152106885921
"1194","001_015_1313",55231,"PressureDynamics",4033,3991,3891,3652,3367,2330,1720,672,380,207,67,16,11,54.75,-1,1194,"R6",526.856849139039
"1195","001_015_1314",55237,"PressureDynamics",4040,3996,3897,3650,3367,2332,1725,675,381,208,67,17,11,54.9,-1,1195,"R6",510.649217346678
"1196","001_015_1315",55246,"PressureDynamics",4040,3986,3890,3656,3369,2331,1722,678,382,209,67,15,11,55.05,-1,1196,"R6",529.562982005141
"1197","001_015_1316",55255,"PressureDynamics",4032,3997,3890,3651,3366,2327,1720,675,383,210,67,16,11,55,-1,1197,"R6",529.562982005141
"1198","001_015_1317",55261,"PressureDynamics",4037,4000,3892,3656,3363,2331,1722,676,383,209,66,16,12,54.85,-1,1198,"R6",524.152106885921
"1199","001_015_1318",55266,"PressureDynamics",4052,3997,3896,3662,3368,2328,1726,679,386,210,67,16,11,55.05,-1,1199,"R6",513.347022587269
"1200","001_015_1319",55271,"PressureDynamics",4042,3998,3895,3658,3371,2333,1722,677,384,208,67,15,11,55,-1,1200,"R6",516.04621309371
"1201","001_015_1320",55278,"PressureDynamics",4031,3985,3896,3664,3371,2336,1723,677,384,209,67,16,11,54.7,-1,1201,"R6",513.347022587269
"1202","001_015_1321",55284,"PressureDynamics",4043,4010,3893,3655,3367,2332,1725,674,384,209,67,16,11,55.05,-1,1202,"R6",521.448754174159
"1203","001_015_1322",55289,"PressureDynamics",4040,3996,3891,3657,3366,2327,1719,673,381,208,66,17,11,55.05,-1,1203,"R6",526.856849139039
"1204","001_015_1323",55294,"PressureDynamics",4041,3992,3891,3652,3365,2332,1723,674,382,209,67,16,11,54.75,-1,1204,"R6",526.856849139039
"1205","001_015_1324",55304,"PressureDynamics",4031,4000,3898,3655,3365,2328,1722,673,382,208,66,16,11,54.9,-1,1205,"R6",507.952796305798
"1206","001_015_1325",55310,"PressureDynamics",4043,3989,3897,3655,3365,2329,1722,676,382,209,67,16,11,55.05,-1,1206,"R6",510.649217346678
"1207","001_015_1326",55315,"PressureDynamics",4037,3991,3894,3659,3365,2329,1727,676,384,209,67,16,11,55,-1,1207,"R6",518.746789933232
"1208","001_015_1327",55321,"PressureDynamics",4042,4009,3899,3650,3366,2329,1723,676,383,209,67,15,11,54.7,-1,1208,"R6",505.257758399591
"1209","001_015_1328",55328,"PressureDynamics",4046,3998,3896,3657,3366,2331,1726,673,382,209,65,17,11,54.9,-1,1209,"R6",513.347022587269
"1210","001_015_1329",55333,"PressureDynamics",4034,3993,3894,3657,3363,2330,1726,676,382,207,66,16,12,55.05,-1,1210,"R6",518.746789933232
"1211","001_015_1330",55338,"PressureDynamics",4026,3993,3887,3647,3366,2327,1722,673,381,209,67,16,11,54.85,-1,1211,"R6",537.689735014151
"1212","001_015_1331",55354,"PressureDynamics",4036,4010,3891,3653,3361,2330,1722,675,382,208,66,16,11,54.9,-1,1212,"R6",526.856849139039
"1213","001_015_1332",55360,"PressureDynamics",4043,4000,3893,3655,3367,2327,1719,673,383,209,66,15,12,55.15,-1,1213,"R6",521.448754174159
"1214","001_015_1333",55368,"PressureDynamics",4036,3992,3889,3650,3361,2324,1719,673,381,208,67,17,11,54.9,-1,1214,"R6",532.270506556957
"1215","001_015_1334",55374,"PressureDynamics",4040,3995,3897,3652,3363,2327,1729,678,383,209,66,16,11,54.75,-1,1215,"R6",510.649217346678
"1216","001_015_1335",55380,"PressureDynamics",4038,3990,3899,3663,3368,2339,1732,678,385,210,67,16,11,55,-1,1216,"R6",505.257758399591
"1217","001_015_1336",55385,"PressureDynamics",4046,4006,3892,3651,3359,2329,1727,676,382,210,67,16,12,55.15,-1,1217,"R6",524.152106885921
"1218","001_015_1337",55390,"PressureDynamics",4043,3995,3889,3652,3369,2331,1728,677,382,208,67,17,12,54.85,-1,1218,"R6",532.270506556957
"1219","001_015_1338",55395,"PressureDynamics",4045,3990,3889,3652,3363,2320,1720,675,382,209,67,16,12,54.9,-1,1219,"R6",532.270506556957
"1220","001_015_1339",55406,"PressureDynamics",4036,4001,3891,3655,3359,2319,1721,674,382,208,66,16,11,55.15,-1,1220,"R6",526.856849139039
"1221","001_015_1340",55413,"PressureDynamics",4051,3985,3895,3651,3363,2316,1714,673,380,208,66,16,11,55,-1,1221,"R6",516.04621309371
"1222","001_015_1341",55418,"PressureDynamics",4036,3991,3888,3649,3365,2318,1723,673,382,208,66,16,11,54.9,-1,1222,"R6",534.979423868313
"1223","001_015_1342",55423,"PressureDynamics",4044,4004,3899,3652,3359,2320,1716,675,383,209,67,16,13,55.05,-1,1223,"R6",505.257758399591
"1224","001_015_1343",55451,"PressureDynamics",4039,4007,3894,3645,3360,2323,1721,674,381,208,67,16,11,55.1,-1,1224,"R6",518.746789933232
"1225","001_015_1344",55520,"PressureDynamics",4034,3982,3893,3646,3362,2329,1721,674,381,209,66,16,11,54.8,-1,1225,"R6",521.448754174159
"1226","001_015_1345",55556,"PressureDynamics",4041,3995,3890,3650,3364,2320,1716,673,382,210,66,17,11,54.9,-1,1226,"R6",529.562982005141
"1227","001_015_1346",55564,"PressureDynamics",4039,3997,3889,3650,3361,2325,1718,674,382,209,66,16,11,55.2,-1,1227,"R6",532.270506556957
"1228","001_015_1347",55573,"PressureDynamics",4029,3990,3889,3647,3355,2319,1720,675,382,208,67,17,10,54.85,-1,1228,"R6",532.270506556957
"1229","001_015_1348",55582,"PressureDynamics",4039,3993,3890,3651,3363,2324,1720,677,383,209,66,15,11,54.8,-1,1229,"R6",529.562982005141
"1230","001_015_1349",55590,"PressureDynamics",4048,3986,3893,3654,3361,2323,1719,675,382,209,67,17,11,55.15,-1,1230,"R6",521.448754174159
"1231","001_015_1350",55600,"PressureDynamics",4037,3986,3894,3654,3362,2333,1728,676,384,209,66,16,12,54.95,-1,1231,"R6",518.746789933232
"1232","001_015_1351",55610,"PressureDynamics",4044,3996,3896,3657,3364,2324,1725,676,384,209,67,16,11,54.6,-1,1232,"R6",513.347022587269
"1233","001_015_1352",55616,"PressureDynamics",4037,3997,3887,3651,3362,2334,1729,675,383,209,67,16,12,55.05,-1,1233,"R6",537.689735014151
"1234","001_015_1353",55634,"PressureDynamics",4030,4002,3889,3648,3359,2323,1724,675,383,209,67,15,11,55.15,-1,1234,"R6",532.270506556957
"1235","001_015_1354",55640,"PressureDynamics",4028,3997,3891,3648,3354,2318,1723,675,385,210,67,16,12,54.85,-1,1235,"R6",526.856849139039
"1236","001_015_1355",55644,"PressureDynamics",4044,3987,3894,3650,3362,2326,1723,676,385,211,67,16,11,55,-1,1236,"R6",518.746789933232
"1237","001_015_1356",55649,"PressureDynamics",4036,3988,3894,3656,3363,2326,1728,677,385,209,66,16,11,55.05,-1,1237,"R6",518.746789933232
"1238","001_015_1357",55658,"PressureDynamics",4030,3995,3892,3653,3358,2324,1726,678,385,209,67,17,14,55,-1,1238,"R6",524.152106885921
"1239","001_015_1358",55667,"PressureDynamics",4040,3981,3889,3651,3364,2324,1724,678,385,210,67,16,11,54.7,-1,1239,"R6",532.270506556957
"1240","001_015_1359",55677,"PressureDynamics",4037,4014,3891,3658,3367,2330,1726,680,385,210,68,16,12,55,-1,1240,"R6",526.856849139039
"1241","001_015_1360",55686,"PressureDynamics",4040,3983,3891,3646,3360,2320,1720,677,383,208,66,16,11,55.05,-1,1241,"R6",526.856849139039
"1242","001_015_1361",55695,"PressureDynamics",4041,3986,3889,3652,3362,2326,1721,676,383,207,67,16,12,54.75,-1,1242,"R6",532.270506556957
"1243","001_015_1362",55710,"PressureDynamics",4041,3991,3896,3650,3358,2321,1721,675,383,209,67,16,11,54.95,-1,1243,"R6",513.347022587269
"1244","001_015_1363",55719,"PressureDynamics",4047,3990,3890,3654,3364,2324,1726,676,382,209,66,16,11,55.15,-1,1244,"R6",529.562982005141
"1245","001_015_1364",55730,"PressureDynamics",4038,3987,3895,3654,3363,2325,1724,674,381,208,66,16,11,55,-1,1245,"R6",516.04621309371
"1246","001_015_1365",55741,"PressureDynamics",4039,3992,3889,3646,3362,2323,1720,673,382,208,66,17,11,54.65,-1,1246,"R6",532.270506556957
"1247","001_015_1366",55748,"PressureDynamics",4043,3989,3895,3656,3361,2324,1716,674,381,208,67,16,12,55.05,-1,1247,"R6",516.04621309371
"1248","001_015_1367",55754,"PressureDynamics",4043,3992,3893,3648,3363,2316,1716,671,380,207,66,18,10,55,-1,1248,"R6",521.448754174159
"1249","001_015_1368",55760,"PressureDynamics",4033,3991,3895,3652,3355,2318,1718,670,378,206,66,16,11,54.75,-1,1249,"R6",516.04621309371
"1250","001_015_1369",55765,"PressureDynamics",4038,4006,3893,3651,3359,2320,1714,673,381,208,67,17,12,54.85,-1,1250,"R6",521.448754174159
"1251","001_015_1370",55771,"PressureDynamics",4036,3998,3895,3648,3362,2317,1713,671,380,207,66,16,11,55.15,-1,1251,"R6",516.04621309371
"1252","001_015_1371",55775,"PressureDynamics",4039,4001,3892,3647,3357,2317,1716,674,381,208,67,16,12,54.9,-1,1252,"R6",524.152106885921
"1253","001_015_1372",55782,"PressureDynamics",4030,3995,3882,3644,3356,2316,1719,673,379,207,66,16,11,54.8,-1,1253,"R6",551.262235960846
"1254","001_015_1373",55791,"PressureDynamics",4034,4009,3896,3649,3356,2315,1712,670,381,208,66,16,11,55.1,-1,1254,"R6",513.347022587269
"1255","001_015_1374",55797,"PressureDynamics",4031,3997,3890,3646,3355,2310,1715,671,380,208,67,16,11,55,-1,1255,"R6",529.562982005141
"1256","001_015_1375",55803,"PressureDynamics",4035,3996,3893,3648,3359,2319,1718,675,381,208,68,17,11,54.65,-1,1256,"R6",521.448754174159
"1257","001_015_1376",55809,"PressureDynamics",4035,3992,3889,3652,3357,2326,1725,675,383,209,66,16,11,54.9,-1,1257,"R6",532.270506556957
"1258","001_015_1377",55813,"PressureDynamics",4035,4001,3892,3655,3361,2325,1726,677,384,209,67,16,13,55.15,-1,1258,"R6",524.152106885921
"1259","001_015_1378",55830,"PressureDynamics",4031,3983,3884,3650,3364,2331,1725,676,383,209,67,16,11,55.15,-1,1259,"R6",545.829042224512
"1260","001_015_1379",55835,"PressureDynamics",4030,3987,3893,3650,3361,2328,1722,676,383,209,67,17,11,54.85,-1,1260,"R6",521.448754174159
"1261","001_015_1380",55842,"PressureDynamics",4033,3994,3894,3651,3364,2332,1722,673,382,208,67,16,12,55.05,-1,1261,"R6",518.746789933232
"1262","001_015_1381",55847,"PressureDynamics",4036,4001,3896,3653,3364,2328,1724,677,383,210,67,16,11,54.95,-1,1262,"R6",513.347022587269
"1263","001_015_1382",55860,"PressureDynamics",4041,3992,3895,3648,3368,2328,1724,675,383,208,67,17,11,54.9,-1,1263,"R6",516.04621309371
"1264","001_015_1383",55865,"PressureDynamics",4040,3991,3895,3653,3366,2329,1724,678,384,210,67,16,11,54.9,-1,1264,"R6",516.04621309371
"1265","001_015_1384",55870,"PressureDynamics",4044,3998,3893,3657,3370,2330,1725,677,385,210,67,16,11,55,-1,1265,"R6",521.448754174159
"1266","001_015_1385",55874,"PressureDynamics",4043,3992,3892,3654,3364,2323,1723,674,382,208,67,17,12,54.85,-1,1266,"R6",524.152106885921
"1267","001_015_1386",55881,"PressureDynamics",4046,3991,3892,3654,3368,2331,1724,675,382,208,67,16,12,55.05,-1,1267,"R6",524.152106885921
"1268","001_015_1387",55894,"PressureDynamics",4048,3997,3892,3658,3365,2335,1728,674,381,208,66,17,11,55.2,-1,1268,"R6",524.152106885921
"1269","001_015_1388",55906,"PressureDynamics",4035,3989,3895,3650,3364,2328,1724,672,380,208,66,16,11,54.9,-1,1269,"R6",516.04621309371
"1270","001_015_1389",55918,"PressureDynamics",4031,4001,3894,3653,3367,2328,1724,672,381,208,66,16,11,54.75,-1,1270,"R6",518.746789933232
"1271","001_015_1390",55924,"PressureDynamics",4042,3999,3894,3658,3367,2334,1725,676,383,210,67,16,12,55.05,-1,1271,"R6",518.746789933232
"1272","001_015_1391",55929,"PressureDynamics",4041,3995,3894,3655,3365,2332,1729,677,383,209,67,16,11,54.9,-1,1272,"R6",518.746789933232
"1273","001_015_1392",55936,"PressureDynamics",4033,3999,3894,3654,3365,2329,1725,675,381,209,66,16,13,54.9,-1,1273,"R6",518.746789933232
"1274","001_015_1393",55946,"PressureDynamics",4042,3989,3895,3657,3365,2336,1728,676,382,208,66,16,11,54.85,-1,1274,"R6",516.04621309371
